symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
UAL,Industrials,United Airlines Holdings,2026-08-03,128.39,0.06,42.66,23.4,22.38,1.0,4475270,5390827,6583983,-23.26,-30.68,19.0,P+V-,P+V-,P+V+,⚠️ 頂部背離,56.67,43.55,1.301,48,2,19,28.4,7.58,9.98,False,True,118.92,15.39,0.908,False,138.77,138.77,-7.48,6.49,-3.1,9.0,11.0,4237933.0,4669454.0,0.818,4251300.0,4050770.0,4539006.0,0.937,78.89,59.64,多頭,頭頭高·底底高,,3,27,16,15.2,9,吃老本,,False
DAL,Industrials,Delta Air Lines,2026-08-03,91.59,3.59,35.4,39.57,29.53,1.0,6874185,7474770,9548276,-16.19,-35.68,19.84,P+V-,P+V-,P+V+,⚠️ 頂部背離,80.75,34.94,2.311,31,3,4,17.2,4.54,11.35,False,True,84.95,13.05,0.878,False,95.44,95.68,-4.04,5.68,0.15,10.0,10.0,6427650.0,7320720.0,1.0,5485700.0,5893940.0,6092560.0,0.9,82.72,61.09,多頭,頭頭高·底底高,,1,23,19,13.4,5,吃老本,,False
DDOG,Information Technology,Datadog,2026-08-03,273.6,6.54,106.97,97.96,77.36,1.0,4190900,5654964,5587066,-14.24,2.46,18.2,P+V-,P+V+,P+V+,⚠️ 頂部背離,88.33,70.19,1.258,22,1,11,13.5,18.25,6.33,False,True,246.1,15.99,1.131,False,278.76,278.76,-1.85,8.63,7.14,11.0,9.0,4420927.0,3909755.0,1.222,5082000.0,4210410.0,3959733.0,1.283,95.86,64.3,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,4,14,3,7.8,2,吃老本,,False
DELL,Information Technology,Dell Technologies,2026-08-03,429.02,2.98,105.66,275.95,165.13,1.0,6601710,8658672,8533643,-21.71,2.97,27.37,P+V-,P+V+,P+V+,⚠️ 頂部背離,227.02,86.23,2.633,37,2,1,19.3,63.99,10.74,False,True,402.18,23.1,1.05,False,468.7,469.47,-8.47,0.49,4.35,10.0,10.0,6761970.0,6441450.0,1.0,4838300.0,5885900.0,6498220.0,0.745,86.18,54.54,空頭,頭頭低·底底低,多轉空預警,1,21,29,14.6,11,吃老本,🔥 追高風險,False
FTNT,Information Technology,Fortinet,2026-08-03,163.21,2.86,93.58,99.74,73.98,1.0,5496515,6351401,6409878,-18.81,-1.81,-1.03,P+V-,P+V-,P+V-,⚠️ 量能衰竭,66.75,45.91,1.454,39,3,10,22.4,20.53,32.63,False,True,150.34,16.42,1.297,False,170.35,170.35,-4.19,7.11,0.53,10.0,10.0,6207700.0,4785330.0,1.0,5916900.0,6374110.0,5805840.0,1.019,90.86,61.34,多頭,頭頭高·底底高,,5,17,9,10.6,3,吃老本,,False
IP,Materials,International Paper,2026-08-03,40.98,9.31,38.29,0.68,12.24,1.0,5940080,6369175,6865046,-3.92,-13.47,42.53,P+V-,P+V-,P+V+,⚠️ 頂部背離,-12.89,46.88,-0.275,4,1,17,5.7,205.43,5.41,False,True,36.38,21.68,1.18,False,52.96,56.13,-22.62,-2.26,7.44,11.0,9.0,6378163.0,5404644.0,1.222,4307300.0,6660010.0,6125733.0,0.703,92.54,59.02,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,6,5,19,8.2,5,,,False
SW,Materials,Smurfit Westrock,2026-08-03,46.46,4.18,23.51,11.35,12.6,1.0,5497835,5671212,5916446,-17.44,-7.96,21.94,P+V-,P+V-,P+V+,⚠️ 頂部背離,6.05,43.61,0.139,9,2,8,6.7,-16.91,-17.35,False,True,43.5,20.39,1.112,False,51.52,52.65,-9.83,-6.41,2.72,9.0,11.0,5819333.0,5234790.0,0.818,4543200.0,6099720.0,5484980.0,0.828,80.79,54.33,多頭,頭頭高·底底高,,5,13,17,10.6,9,吃老本,,False
AMCR,Materials,Amcor,2026-08-03,45.37,3.53,22.99,5.99,9.63,1.0,3677040,3873678,4899205,5.07,-34.62,2.52,P+V+,P+V-,P+V+,➡️ 中性,-1.16,28.91,-0.04,11,3,12,8.8,0.55,2.47,False,True,41.19,11.21,0.746,False,48.76,50.94,-6.95,1.72,3.14,10.0,10.0,3141800.0,4212280.0,1.0,3596500.0,4145040.0,3978466.0,0.904,80.62,61.33,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,9,14,14,12.0,13,,,False
DOC,Real Estate,Healthpeak Properties,2026-08-03,21.53,-0.87,35.82,26.28,21.88,0.667,6040645,8236380,8553243,-15.88,-7.14,6.15,P-V-,P+V-,P+V+,➡️ 中性,38.16,32.31,1.181,22,1,6,12.5,364.73,59.33,False,True,20.81,5.89,1.055,False,22.84,22.95,-5.71,-3.91,-0.05,10.0,10.0,6201610.0,5879680.0,1.0,5963600.0,5984760.0,6051726.0,0.985,81.86,49.03,多頭,頭頭高·底底高,,2,17,15,10.6,6,吃老本,,False
ARE,Real Estate,Alexandria Real Estate Equities,2026-08-03,53.03,7.33,32.62,-6.13,6.92,0.667,1611515,1914876,2216250,-19.19,-23.94,-3.96,P+V-,P+V-,P-V-,➡️ 中性,-30.39,49.4,-0.615,4,2,27,8.0,26.17,1359.96,False,True,50.64,13.03,0.949,False,83.17,88.24,-36.24,3.19,6.34,11.0,9.0,1573281.0,1658244.0,1.222,2387700.0,1726200.0,1613746.0,1.48,90.02,58.1,擴散,頭頭高·底底低,,17,9,1,10.6,6,剛爆發,,False
HST,Real Estate,Host Hotels & Resorts,2026-08-03,25.09,7.45,23.29,41.71,28.54,1.0,9050875,9255704,9169486,-14.89,1.9,9.05,P+V-,P+V+,P+V+,⚠️ 頂部背離,62.03,23.45,2.646,3,3,1,2.6,116.0,4.07,False,True,23.64,7.56,1.06,False,25.71,25.71,-2.41,0.48,7.91,14.0,6.0,9207142.0,8686250.0,2.333,9784900.0,9238850.0,9070046.0,1.079,100.0,63.15,多頭,頭頭高·底底高,,1,1,10,2.8,1,,,False
D,Utilities,Dominion Energy,2026-08-03,68.06,-1.55,7.66,14.8,8.93,0.667,4296320,6809895,5909876,-36.18,35.93,8.52,P-V-,P+V+,P+V+,➡️ 中性,19.71,17.57,1.122,7,1,3,4.4,17.2,4.37,False,True,68.0,5.29,1.467,False,72.26,72.99,-5.81,-2.16,-0.74,9.0,11.0,5208155.0,3550272.0,0.818,2900500.0,3355630.0,3588760.0,0.808,86.64,43.73,多頭,頭頭高·底底高,空頭確認,2,4,25,7.4,4,,,False
PCG,Utilities,PG&E Corporation,2026-08-03,17.43,1.46,5.18,15.56,9.44,1.0,20559750,19465627,21158196,12.1,-14.81,-11.34,P+V+,P+V-,P+V-,➡️ 中性,20.38,27.2,0.749,3,2,2,2.5,11.64,8.83,False,True,17.0,8.43,1.009,False,19.05,19.16,-8.5,-0.97,3.63,13.0,7.0,20623123.0,20442057.0,1.857,39509100.0,27993980.0,23496666.0,1.681,97.3,51.12,多頭,頭頭高·底底高,,1,2,2,1.6,1,,,False
AES,Utilities,AES Corporation,2026-08-03,14.71,1.82,4.29,2.2,2.63,1.0,7918820,9232813,11197709,-3.5,-29.86,22.03,P+V-,P+V-,P+V+,⚠️ 頂部背離,14.24,27.76,0.513,2,3,21,6.1,108.27,33.04,False,True,14.54,0.85,1.252,True,17.23,17.65,-14.62,0.38,2.17,12.0,7.0,8633650.0,6895585.0,1.714,7474500.0,6540730.0,6762366.0,1.105,99.08,67.8,擴散,頭頭高·底底低,,8,1,12,6.0,2,剛爆發,,False
