symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
HOOD,Financials,Robinhood Markets,2026-09-01,103.51,11.54,14.09,30.28,21.55,1.0,18297910,24871772,26940080,-13.5,-14.26,-16.04,P+V-,P+V-,P+V-,⚠️ 量能衰竭,2,27,5,10.1,43.71,-1.98,False,True,101.26,19.38,1.189,False,153.86,153.86,-32.72,-7.65,10.69,10.0,10.0,19881450.0,16714370.0,1.0,22636200.0,23017040.0,19982353.0,1.133,89.17,53.12,空頭,頭頭低·底底低,多轉空預警,3,9,12,7.2,2,吃老本,,False
FDS,Financials,FactSet,2026-09-01,305.44,10.27,13.2,44.53,28.13,1.0,822510,947775,946927,-10.24,0.18,11.61,P+V-,P+V+,P+V+,⚠️ 頂部背離,3,31,1,11.0,1.76,1.89,False,True,266.27,10.15,0.934,False,378.61,386.52,-19.33,3.55,11.69,10.0,10.0,794520.0,850500.0,1.0,952000.0,929160.0,850946.0,1.119,89.79,62.09,多頭,頭頭高·底底高,多頭確認,1,8,13,6.2,1,吃老本,,False
MRNA,Health Care,Moderna,2026-09-01,154.27,174.23,234.93,198.34,201.46,1.0,32111955,15051383,11216819,502.2,103.89,-2.75,P+V+,P+V+,P+V-,🚀 健康多頭,1,1,1,1.0,4.33,12.37,False,True,80.21,42.15,1.77,False,176.66,176.66,-12.67,-2.87,170.7,10.0,10.0,41035950.0,23187960.0,1.0,25831700.0,58410690.0,40788940.0,0.633,100.0,67.47,多頭,頭頭高·底底高,,1,1,25,5.8,3,,🔥 追高風險,False
VEEV,Health Care,Veeva Systems,2026-09-01,279.23,30.78,48.01,52.7,46.05,1.0,2051555,2233316,2565043,33.95,-22.9,58.19,P+V+,P+V-,P+V+,➡️ 中性,2,3,4,2.7,5.77,4.91,False,True,212.78,21.93,1.476,False,310.5,310.5,-10.07,13.15,31.8,12.0,8.0,2355541.0,1595575.0,1.5,1218900.0,2295440.0,2085613.0,0.584,100.0,71.94,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,4,1,26,7.2,5,,,False
MRK,Health Care,Merck & Co.,2026-09-01,149.86,16.78,31.06,27.46,25.69,1.0,11121275,10793787,10233763,27.25,11.58,-22.32,P+V+,P+V+,P+V-,🚀 健康多頭,3,9,10,6.2,49.43,13.15,False,True,132.82,7.96,1.094,False,156.92,156.92,-4.5,-4.21,17.08,12.0,8.0,11518375.0,10525625.0,1.5,9865600.0,14020180.0,12344973.0,0.799,100.0,63.81,多頭,頭頭高·底底高,,7,1,19,7.0,4,剛爆發,🚀 暴漲中,False
CPRT,Industrials,Copart,2026-09-01,32.47,12.31,0.46,-12.6,-3.1,0.667,10124585,11888960,10360033,-15.81,34.63,23.06,P+V-,P+V+,P-V+,➡️ 中性,1,42,60,25.1,5.71,-8.12,True,True,29.89,9.26,1.17,False,50.11,50.11,-35.2,-2.58,10.44,10.0,9.0,10896210.0,9311833.0,1.111,5552600.0,8925070.0,10701360.0,0.519,92.38,57.7,多頭,頭頭高·底底高,空轉多預警,44,5,31,25.8,27,剛爆發,,False
DE,Industrials,Deere & Company,2026-09-01,676.08,10.47,24.96,9.74,13.73,1.0,1245275,1264444,1266913,17.87,-0.39,-15.61,P+V+,P+V-,P+V-,➡️ 中性,2,1,10,3.3,8.3,14.07,False,True,613.4,15.53,1.389,False,677.89,677.89,-0.27,7.2,9.51,11.0,9.0,1424818.0,1025833.0,1.222,2309600.0,1599050.0,1375553.0,1.679,100.0,66.19,擴散,頭頭高·底底低,多頭確認,4,1,2,2.4,1,,,False
BR,Industrials,Broadridge Financial Solutions,2026-09-01,180.39,10.39,13.54,-0.35,5.8,0.667,1305720,1348564,1466226,29.28,-14.86,74.58,P+V+,P+V-,P-V+,➡️ 中性,3,12,32,11.5,1.68,4.45,False,True,158.69,9.2,1.183,False,257.7,263.0,-30.0,-2.4,7.11,11.0,9.0,1403236.0,1186533.0,1.222,1141100.0,1163070.0,1193733.0,0.956,92.34,62.7,多頭,頭頭高·底底高,空轉多預警,12,6,17,10.6,6,剛爆發,,False
CRM,Information Technology,Salesforce,2026-09-01,258.11,33.75,23.46,30.06,29.33,1.0,16101430,15411681,14644399,26.8,11.06,52.16,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,1,3,25,6.4,80.36,24.07,False,True,185.17,30.61,1.66,False,267.75,269.11,-3.6,25.48,35.14,11.0,9.0,19608609.0,11814877.0,1.222,15897500.0,20181140.0,17790300.0,0.894,100.0,81.25,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,17,1,20,11.2,3,剛爆發,🔥 追高風險,False
TYL,Information Technology,Tyler Technologies,2026-09-01,376.43,22.78,14.13,6.6,12.53,1.0,968315,910180,759573,17.68,49.46,61.62,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,2,7,46,12.3,0.36,2.73,False,True,319.82,13.98,0.593,False,566.58,566.58,-33.56,7.53,20.14,13.0,7.0,780746.0,1316657.0,1.857,950100.0,1227420.0,1059760.0,0.897,100.0,69.96,多頭,頭頭高·底底高,多頭確認,33,1,19,17.4,18,剛爆發,,False
NOW,Information Technology,ServiceNow,2026-09-01,142.9,21.91,5.18,30.74,22.14,1.0,18200975,23937412,24437754,-26.21,-4.01,116.55,P+V-,P+V-,P+V+,⚠️ 頂部背離,3,22,24,12.9,5.05,0.36,False,True,114.13,23.2,1.517,False,194.73,194.73,-26.61,12.52,20.96,11.0,9.0,21495509.0,14174322.0,1.222,16926100.0,18640210.0,18317206.0,0.924,100.0,67.34,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,22,1,14,12.0,5,剛爆發,,False
NEM,Materials,Newmont,2026-09-01,122.63,17.59,13.35,-3.38,6.04,0.667,8555260,8271941,8754786,21.14,-10.45,-16.02,P+V+,P+V-,P-V-,✨ 反彈初期,1,5,13,4.6,5.68,33.45,False,True,105.22,10.64,0.903,False,135.29,135.29,-9.36,-9.26,25.48,13.0,7.0,8245315.0,9130871.0,1.857,8016700.0,9321330.0,8407366.0,0.954,100.0,56.3,多頭,頭頭高·底底高,空轉多預警,8,1,11,5.8,4,剛爆發,,False
ALB,Materials,Albemarle Corporation,2026-09-01,135.54,14.05,-20.59,-26.34,-14.8,0.333,2079810,2284381,2184046,-2.85,9.63,-37.07,P+V-,P-V+,P-V-,➡️ 中性,3,25,25,14.0,15.71,124.6,False,True,128.83,9.57,1.138,False,220.44,221.0,-38.51,1.77,12.18,11.0,9.0,2200009.0,1932900.0,1.222,1553400.0,1854140.0,1877633.0,0.827,96.27,54.34,空頭,頭頭低·底底低,,23,5,18,14.8,17,剛爆發,,False
CTVA,Materials,Corteva,2026-09-01,87.73,11.75,13.18,12.05,12.26,1.0,4485320,4382246,4119037,5.91,13.65,-2.91,P+V+,P+V+,P+V-,🚀 健康多頭,4,6,5,4.8,2.93,27.11,False,True,82.67,11.64,1.104,False,90.78,90.97,-3.36,5.86,12.27,12.0,8.0,4660766.0,4222150.0,1.5,5567300.0,4797640.0,4368446.0,1.274,100.0,69.07,擴散,頭頭高·底底低,,3,1,5,2.6,2,,,False
CSGP,Real Estate,CoStar Group,2026-09-01,31.98,5.86,-5.55,-28.93,-14.39,0.333,6959390,7450840,7189740,-12.82,7.54,53.68,P+V-,P-V+,P-V+,➡️ 中性,2,26,30,14.8,11.88,24.8,False,True,30.19,8.1,0.716,False,91.89,91.89,-65.2,-2.53,7.24,8.0,11.0,5751987.0,8038218.0,0.727,6137600.0,8130180.0,7221466.0,0.85,76.77,53.09,擴散,頭頭高·底底低,,30,14,25,22.6,27,剛爆發,,False
AMT,Real Estate,American Tower,2026-09-01,176.02,4.73,-5.24,-2.99,-1.62,0.333,2091275,3004218,3072094,-33.21,-4.32,-1.48,P+V-,P-V-,P-V-,➡️ 中性,3,25,23,13.6,20.65,17.04,False,True,171.04,4.75,0.636,False,204.04,211.92,-13.73,-1.43,0.44,14.0,6.0,1784764.0,2806466.0,2.333,2389200.0,1913480.0,1912640.0,1.249,95.82,54.33,擴散,頭頭高·底底低,,21,2,9,11.0,6,剛爆發,,False
ARE,Real Estate,Alexandria Real Estate Equities,2026-09-01,51.63,3.05,7.56,-3.6,0.85,0.667,2072775,1969752,2187012,19.29,-18.07,-9.13,P+V+,P+V-,P-V-,✨ 反彈初期,4,6,25,8.8,26.17,1359.96,False,True,50.65,15.22,1.367,False,83.17,88.24,-37.92,-2.4,5.65,9.0,11.0,2431966.0,1778890.0,0.818,1671500.0,2311710.0,2119673.0,0.789,88.63,52.91,空頭,頭頭低·底底低,,15,4,26,12.8,9,剛爆發,,False
CEG,Utilities,Constellation Energy,2026-09-01,280.31,5.89,5.66,-12.98,-3.6,0.667,2534400,3358089,3231150,-6.66,8.18,9.16,P+V-,P+V+,P-V+,➡️ 中性,1,3,27,6.8,11.73,5.3,False,True,264.76,6.3,0.855,False,410.41,412.7,-31.7,0.68,5.05,11.0,9.0,2354681.0,2754055.0,1.222,2411800.0,2224970.0,2361213.0,1.021,86.6,57.29,多頭,頭頭高·底底高,,14,3,13,9.4,7,剛爆發,,False
AWK,Utilities,American Water Works,2026-09-01,137.4,3.1,14.19,3.71,6.18,1.0,2078840,2281513,2094266,-7.41,19.64,27.6,P+V-,P+V+,P+V+,⚠️ 頂部背離,2,1,2,1.7,3.97,-7.4,False,True,133.81,3.7,1.07,False,142.41,146.29,-3.51,-0.15,3.21,10.0,10.0,2148830.0,2008850.0,1.0,1661800.0,2069490.0,2182240.0,0.762,85.59,54.37,收斂,頭頭低·底底高,多轉空預警,1,4,23,6.6,4,,,False
ETR,Utilities,Entergy,2026-09-01,107.02,0.75,2.56,2.38,2.02,1.0,1955135,2801343,3062113,-30.86,-15.7,14.74,P+V-,P+V-,P+V+,⚠️ 頂部背離,3,7,3,4.2,2.39,2.26,False,False,110.28,4.66,1.063,False,117.75,118.45,-9.11,0.73,-1.1,10.0,10.0,2014570.0,1895700.0,1.0,2293300.0,1866900.0,1865233.0,1.229,83.23,47.2,空頭,頭頭低·底底低,多轉空預警,3,5,7,4.6,1,,,False
